RunInstances,USW2-DataTransfer-Out-Bytes,11/1/2016 13:00,11/1/2016 14:00,8539
RunInstances,USW2-DataTransfer-ELB-In-Bytes,11/1/2016 13:00,11/1/2016 14:00,179724
LoadBalancing,USW2-DataProcessing-Bytes,11/1/2016 14:00,11/1/2016 15:00,2567
RunInstances,USW2-DataTransfer-ELB-In-Bytes,11/1/2016 14:00,11/1/2016 15:00,180480
LoadBalancing,USW2-DataTransfer-In-Bytes,11/1/2016 14:00,11/1/2016 15:00,160
PublicIP-Out,USW2-USE1-AWS-Out-Bytes,11/1/2016 14:00,11/1/2016 15:00,912
LoadBalancing,USW2-LoadBalancerUsage,11/1/2016 14:00,11/1/2016 15:00,1
Unknown,USW2-CW:AlarmMonitorUsage,11/1/2016 14:00,11/1/2016 15:00,3
EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,11/1/2016 14:00,11/1/2016 15:00,1821
LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,11/1/2016 14:00,11/1/2016 15:00,180480
