Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/3/2016 14:00,11/3/2016 15:00,532
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/3/2016 14:00,11/3/2016 15:00,25769803776
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/3/2016 14:00,11/3/2016 15:00,1
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/3/2016 14:00,11/3/2016 15:00,3
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/3/2016 14:00,11/3/2016 15:00,369452
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/3/2016 14:00,11/3/2016 15:00,369452
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 14:00,11/3/2016 15:00,191962
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/3/2016 14:00,11/3/2016 15:00,228
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/3/2016 15:00,11/3/2016 16:00,1
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 15:00,11/3/2016 16:00,1167871
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 15:00,11/3/2016 16:00,1175126
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 15:00,11/3/2016 16:00,182105
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/3/2016 15:00,11/3/2016 16:00,3
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/3/2016 15:00,11/3/2016 16:00,20784
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/3/2016 15:00,11/3/2016 16:00,25769803776
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/3/2016 15:00,11/3/2016 16:00,760
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/3/2016 15:00,11/3/2016 16:00,5548
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 15:00,11/3/2016 16:00,0
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/3/2016 15:00,11/3/2016 16:00,5226
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/3/2016 15:00,11/3/2016 16:00,912
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 15:00,11/3/2016 16:00,181085
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/3/2016 15:00,11/3/2016 16:00,228
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/3/2016 15:00,11/3/2016 16:00,1
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/3/2016 15:00,11/3/2016 16:00,5226
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/3/2016 15:00,11/3/2016 16:00,3
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 15:00,11/3/2016 16:00,1795
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/3/2016 15:00,11/3/2016 16:00,1546
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/3/2016 16:00,11/3/2016 17:00,2613
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/3/2016 16:00,11/3/2016 17:00,3
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 16:00,11/3/2016 17:00,181293
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 16:00,11/3/2016 17:00,1912
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/3/2016 16:00,11/3/2016 17:00,2613
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 16:00,11/3/2016 17:00,1172521
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 16:00,11/3/2016 17:00,181293
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/3/2016 16:00,11/3/2016 17:00,75929
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/3/2016 16:00,11/3/2016 17:00,304
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/3/2016 16:00,11/3/2016 17:00,3285
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/3/2016 16:00,11/3/2016 17:00,46317
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/3/2016 16:00,11/3/2016 17:00,1
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 16:00,11/3/2016 17:00,0
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/3/2016 16:00,11/3/2016 17:00,1954
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/3/2016 16:00,11/3/2016 17:00,18798
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/3/2016 16:00,11/3/2016 17:00,25769803776
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/3/2016 16:00,11/3/2016 17:00,1
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/3/2016 16:00,11/3/2016 17:00,1639
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/3/2016 16:00,11/3/2016 17:00,988
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/3/2016 16:00,11/3/2016 17:00,3
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 16:00,11/3/2016 17:00,1172573
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/3/2016 17:00,11/3/2016 18:00,1
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/3/2016 17:00,11/3/2016 18:00,2613
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/3/2016 17:00,11/3/2016 18:00,1979
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/3/2016 17:00,11/3/2016 18:00,283
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 17:00,11/3/2016 18:00,1172573
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/3/2016 17:00,11/3/2016 18:00,6981
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/3/2016 17:00,11/3/2016 18:00,228
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 17:00,11/3/2016 18:00,1776
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/3/2016 17:00,11/3/2016 18:00,1
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/3/2016 17:00,11/3/2016 18:00,2613
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 17:00,11/3/2016 18:00,1162877
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/3/2016 17:00,11/3/2016 18:00,3
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/3/2016 17:00,11/3/2016 18:00,16149
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 17:00,11/3/2016 18:00,179789
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/3/2016 17:00,11/3/2016 18:00,19096
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/3/2016 17:00,11/3/2016 18:00,912
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 17:00,11/3/2016 18:00,0
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/3/2016 17:00,11/3/2016 18:00,3
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/3/2016 17:00,11/3/2016 18:00,449
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/3/2016 17:00,11/3/2016 18:00,25769803776
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 17:00,11/3/2016 18:00,181293
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/3/2016 18:00,11/3/2016 19:00,7893
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/3/2016 18:00,11/3/2016 19:00,988
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/3/2016 18:00,11/3/2016 19:00,25769803776
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/3/2016 18:00,11/3/2016 19:00,711
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/3/2016 18:00,11/3/2016 19:00,2613
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/3/2016 18:00,11/3/2016 19:00,3
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 18:00,11/3/2016 19:00,181294
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/3/2016 18:00,11/3/2016 19:00,3
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/3/2016 18:00,11/3/2016 19:00,707
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/3/2016 18:00,11/3/2016 19:00,1
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/3/2016 18:00,11/3/2016 19:00,304
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 18:00,11/3/2016 19:00,0
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/3/2016 18:00,11/3/2016 19:00,2613
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/3/2016 18:00,11/3/2016 19:00,1
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/3/2016 18:00,11/3/2016 19:00,17077
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 18:00,11/3/2016 19:00,1172633
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 18:00,11/3/2016 19:00,181510
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/3/2016 18:00,11/3/2016 19:00,469
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/3/2016 18:00,11/3/2016 19:00,17802
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 18:00,11/3/2016 19:00,1172521
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 18:00,11/3/2016 19:00,1674
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 19:00,11/3/2016 20:00,185793
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 19:00,11/3/2016 20:00,1714
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/3/2016 19:00,11/3/2016 20:00,912
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/3/2016 19:00,11/3/2016 20:00,326
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/3/2016 19:00,11/3/2016 20:00,1
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 19:00,11/3/2016 20:00,186009
AmazonEC2,PublicIP-Out,USW2-CNN1-AWS-Out-Bytes,,11/3/2016 19:00,11/3/2016 20:00,96
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/3/2016 19:00,11/3/2016 20:00,13414
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/3/2016 19:00,11/3/2016 20:00,5718
AmazonEC2,PublicIP-In,USW2-CNN1-AWS-In-Bytes,,11/3/2016 19:00,11/3/2016 20:00,176
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/3/2016 19:00,11/3/2016 20:00,148
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 19:00,11/3/2016 20:00,0
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 19:00,11/3/2016 20:00,1186194
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/3/2016 19:00,11/3/2016 20:00,15678
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/3/2016 19:00,11/3/2016 20:00,228
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 19:00,11/3/2016 20:00,1186082
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/3/2016 19:00,11/3/2016 20:00,13065
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/3/2016 19:00,11/3/2016 20:00,3
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/3/2016 19:00,11/3/2016 20:00,1
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/3/2016 19:00,11/3/2016 20:00,3286
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/3/2016 19:00,11/3/2016 20:00,3
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/3/2016 19:00,11/3/2016 20:00,25769803776
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/3/2016 19:00,11/3/2016 20:00,32438
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/3/2016 20:00,11/3/2016 21:00,5472
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 20:00,11/3/2016 21:00,1188739
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 20:00,11/3/2016 21:00,186603
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/3/2016 20:00,11/3/2016 21:00,3
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 20:00,11/3/2016 21:00,1568
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/3/2016 20:00,11/3/2016 21:00,228
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 20:00,11/3/2016 21:00,0
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/3/2016 20:00,11/3/2016 21:00,684
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/3/2016 20:00,11/3/2016 21:00,20904
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 20:00,11/3/2016 21:00,187035
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/3/2016 20:00,11/3/2016 21:00,1
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/3/2016 20:00,11/3/2016 21:00,37378
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/3/2016 20:00,11/3/2016 21:00,3
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 20:00,11/3/2016 21:00,1188963
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/3/2016 20:00,11/3/2016 21:00,25769803776
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/3/2016 20:00,11/3/2016 21:00,18291
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/3/2016 20:00,11/3/2016 21:00,912
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/3/2016 20:00,11/3/2016 21:00,3897
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/3/2016 20:00,11/3/2016 21:00,1
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 21:00,11/3/2016 22:00,1175134
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/3/2016 21:00,11/3/2016 22:00,304
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 21:00,11/3/2016 22:00,0
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/3/2016 21:00,11/3/2016 22:00,5548
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 21:00,11/3/2016 22:00,182219
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 21:00,11/3/2016 22:00,182219
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/3/2016 21:00,11/3/2016 22:00,2613
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/3/2016 21:00,11/3/2016 22:00,962
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/3/2016 21:00,11/3/2016 22:00,1
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/3/2016 21:00,11/3/2016 22:00,988
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 21:00,11/3/2016 22:00,1707
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/3/2016 21:00,11/3/2016 22:00,3
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 21:00,11/3/2016 22:00,1175134
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/3/2016 21:00,11/3/2016 22:00,25769803776
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/3/2016 21:00,11/3/2016 22:00,20452
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/3/2016 21:00,11/3/2016 22:00,760
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/3/2016 21:00,11/3/2016 22:00,1
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/3/2016 21:00,11/3/2016 22:00,3
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/3/2016 21:00,11/3/2016 22:00,5226
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 22:00,11/3/2016 23:00,1185970
AmazonEC2,CreateSnapshot,USW2-EBS:SnapshotUsage,,11/3/2016 22:00,11/3/2016 23:00,40277901312
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/3/2016 22:00,11/3/2016 23:00,32813
AmazonEC2,PublicIP-Out,USW2-CNN1-AWS-Out-Bytes,,11/3/2016 22:00,11/3/2016 23:00,48
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 22:00,11/3/2016 23:00,1871
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/3/2016 22:00,11/3/2016 23:00,31772
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/3/2016 22:00,11/3/2016 23:00,1
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/3/2016 22:00,11/3/2016 23:00,19667
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/3/2016 22:00,11/3/2016 23:00,15678
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/3/2016 22:00,11/3/2016 23:00,1
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 22:00,11/3/2016 23:00,185892
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/3/2016 22:00,11/3/2016 23:00,228
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/3/2016 22:00,11/3/2016 23:00,3
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/3/2016 22:00,11/3/2016 23:00,912
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/3/2016 22:00,11/3/2016 23:00,25769803776
AmazonEC2,PublicIP-In,USW2-CNN1-AWS-In-Bytes,,11/3/2016 22:00,11/3/2016 23:00,88
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/3/2016 22:00,11/3/2016 23:00,10452
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 22:00,11/3/2016 23:00,0
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/3/2016 22:00,11/3/2016 23:00,365
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 22:00,11/3/2016 23:00,1186082
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/3/2016 22:00,11/3/2016 23:00,3
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/3/2016 22:00,11/3/2016 23:00,365
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 22:00,11/3/2016 23:00,185676
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/3/2016 22:00,11/3/2016 23:00,2694
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/3/2016 23:00,11/4/2016 0:00,9191
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/3/2016 23:00,11/4/2016 0:00,988
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/3/2016 23:00,11/4/2016 0:00,1
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/3/2016 23:00,11/4/2016 0:00,14417
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 23:00,11/4/2016 0:00,0
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/3/2016 23:00,11/4/2016 0:00,154885
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 23:00,11/4/2016 0:00,184064
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/3/2016 23:00,11/4/2016 0:00,25769803776
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/3/2016 23:00,11/4/2016 0:00,2989
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/3/2016 23:00,11/4/2016 0:00,3
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/3/2016 23:00,11/4/2016 0:00,3
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/3/2016 23:00,11/4/2016 0:00,304
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/3/2016 23:00,11/4/2016 0:00,5369
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 23:00,11/4/2016 0:00,1179315
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/3/2016 23:00,11/4/2016 0:00,1
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/3/2016 23:00,11/4/2016 0:00,24847
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/3/2016 23:00,11/4/2016 0:00,1924
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/3/2016 23:00,11/4/2016 0:00,2376
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/3/2016 23:00,11/4/2016 0:00,184064
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/3/2016 23:00,11/4/2016 0:00,119161
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/3/2016 23:00,11/4/2016 0:00,1179315
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/4/2016 0:00,11/4/2016 1:00,1838
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/4/2016 0:00,11/4/2016 1:00,34583
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/4/2016 0:00,11/4/2016 1:00,1180104
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/4/2016 0:00,11/4/2016 1:00,757152
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/4/2016 0:00,11/4/2016 1:00,3
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/4/2016 0:00,11/4/2016 1:00,182859
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/4/2016 0:00,11/4/2016 1:00,182643
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/4/2016 0:00,11/4/2016 1:00,228
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/4/2016 0:00,11/4/2016 1:00,2492
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/4/2016 0:00,11/4/2016 1:00,1
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/4/2016 0:00,11/4/2016 1:00,912
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/4/2016 0:00,11/4/2016 1:00,25769803776
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/4/2016 0:00,11/4/2016 1:00,933433
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/4/2016 0:00,11/4/2016 1:00,5226
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/4/2016 0:00,11/4/2016 1:00,1
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/4/2016 0:00,11/4/2016 1:00,19270
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/4/2016 0:00,11/4/2016 1:00,3
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/4/2016 0:00,11/4/2016 1:00,7839
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/4/2016 0:00,11/4/2016 1:00,21168
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/4/2016 0:00,11/4/2016 1:00,1179992
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/4/2016 0:00,11/4/2016 1:00,0
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/4/2016 1:00,11/4/2016 2:00,912
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/4/2016 1:00,11/4/2016 2:00,0
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/4/2016 1:00,11/4/2016 2:00,3434
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/4/2016 1:00,11/4/2016 2:00,1172253
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/4/2016 1:00,11/4/2016 2:00,1906
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/4/2016 1:00,11/4/2016 2:00,11616
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/4/2016 1:00,11/4/2016 2:00,1
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/4/2016 1:00,11/4/2016 2:00,3
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/4/2016 1:00,11/4/2016 2:00,1172365
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/4/2016 1:00,11/4/2016 2:00,181084
AmazonEC2,RunInstances,USW2-CloudFront-Out-Bytes,,11/4/2016 1:00,11/4/2016 2:00,1653
